,PermitType,PermitTypeDesc,PermitNum,PermitClassMapped,PermitClass,WorkClass,Condominium,ProjectName,TCAD_ID,AppliedDate,IssuedDate,DayIssued,CalendarYearIssued,StatusDate,ExpiresDate,CompletedDate,TotalExistingBldgSQFT,RemodelRepairSQFT,TotalNewAddSQFT,TotalValuationRemodel,TotalJobValuation,NumberOfFloors,HousingUnits,Key,OriginalAddress1,OriginalCity,OriginalState,OriginalZip,ProjectID,MasterPermitNum,Latitude,Longitude,Location,BlockGroupCode
69,BP,Building Permit,2017-103157 BP,Residential,R- 101 Single Family Houses,New,Yes,12507 ALTAMIRA ST,449150901,8/8/2017,8/21/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,"3,952",,"$201,360.00 ",2.0,1,70,12507 ALTAMIRA ST,AUSTIN,TX,78652,11775601,11769166.0,30.12346636,-97.80869697,"(30.12346636, -97.80869697)",484530000000
70,BP,Building Permit,2017-102884 BP,Residential,R- 101 Single Family Houses,New,No,909 CYPRESS GROVE DR,129530314,5/26/2017,8/18/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"7,647",,"$300,000.00 ",2.0,1,71,909 CYPRESS GROVE DR,AUSTIN,TX,78732,11775275,11729688.0,30.33297603,-97.9116927,"(30.33297603, -97.9116927)",484530000000
71,BP,Building Permit,2017-101098 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1614 W 11TH ST,111030410,6/26/2017,8/16/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,828,"$140,000.00 ","$280,000.00 ",2.0,1,72,1614 W 11TH ST,AUSTIN,TX,78703,11773213,11745640.0,30.28011461,-97.76045418,"(30.28011461, -97.76045418)",484530012001
72,BP,Building Permit,2017-101048 BP,Residential,R- 101 Single Family Houses,New,No,1300 TAYLOR ST,202050806,5/24/2017,8/16/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"2,610",,"$137,000.00 ",2.0,1,73,1300 TAYLOR ST,AUSTIN,TX,78702,11773144,11728288.0,30.25633629,-97.73230847,"(30.25633629, -97.73230847)",484530010001
73,BP,Building Permit,2017-099940 BP,Residential,R- 101 Single Family Houses,New,Yes,12510 MORELIA WAY,449150901,7/31/2017,8/15/2017,TUESDAY,2017,5/31/2018,5/31/2018,5/31/2018,,,"3,169",,"$152,340.00 ",1.0,1,74,12510 MORELIA WAY,AUSTIN,TX,78652,11771854,11764594.0,30.12319948,-97.80841287,"(30.12319948, -97.80841287)",484530000000
74,BP,Building Permit,2017-099111 BP,Residential,R- 102 Secondary Apartment,New,No,503 HAVANA ST BLDG 2,407030608,7/12/2017,9/14/2017,THURSDAY,2017,5/31/2018,11/27/2018,,,,"1,555",,"$150,000.00 ",2.0,1,75,503 HAVANA ST BLDG 2,AUSTIN,TX,78704,11770838,11754724.0,30.23298641,-97.76339791,"(30.23298641, -97.76339791)",484530013082
75,BP,Building Permit,2017-099110 BP,Residential,R- 101 Single Family Houses,New,No,503 HAVANA ST,407030608,7/12/2017,9/14/2017,THURSDAY,2017,5/31/2018,11/27/2018,,,,"2,720",,"$300,000.00 ",3.0,1,76,503 HAVANA ST,AUSTIN,TX,78704,11770836,11754724.0,30.23298641,-97.76339791,"(30.23298641, -97.76339791)",484530013082
76,BP,Building Permit,2017-097933 BP,Residential,R- 102 Secondary Apartment,New,No,2509 HIDALGO ST,203110225,3/8/2017,8/11/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"1,391",,"$110,000.00 ",2.0,1,77,2509 HIDALGO ST,AUSTIN,TX,78702,11769374,11685120.0,30.25932118,-97.71358291,"(30.25932118, -97.71358291)",484530009022
77,BP,Building Permit,2017-097932 BP,Residential,R- 101 Single Family Houses,New,No,2509 HIDALGO ST,203110225,3/8/2017,8/11/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"1,865",,"$140,000.00 ",2.0,1,78,2509 HIDALGO ST,AUSTIN,TX,78702,11769373,11685120.0,30.25932118,-97.71358291,"(30.25932118, -97.71358291)",484530009022
78,BP,Building Permit,2017-097832 BP,Residential,R- 101 Single Family Houses,New,No,2202 BETTYLOU LN,239281920,8/1/2017,8/10/2017,THURSDAY,2017,5/31/2018,5/31/2018,5/31/2018,,,"2,908",,"$139,260.00 ",2.0,1,79,2202 BETTYLOU LN,AUSTIN,TX,78754,11769246,11765464.0,30.355654100000002,-97.66285259,"(30.3556541, -97.66285259)",484530000000
79,BP,Building Permit,2017-095728 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,8104 BRIARWOOD LN,240050323,7/24/2017,8/9/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,406,,"$25,000.00 ",0.0,0,80,8104 BRIARWOOD LN,AUSTIN,TX,78757,11766669,11760844.0,30.36342412,-97.73503431,"(30.36342412, -97.73503431)",484530018172
80,BP,Building Permit,2017-094215 BP,Residential,R- 102 Secondary Apartment,New,No,2012 RUNDELL PL,102070920,7/12/2017,12/6/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,224,,"$75,000.00 ",1.0,1,81,2012 RUNDELL PL,AUSTIN,TX,78704,11764957,11754728.0,30.25360132,-97.77417811,"(30.25360132, -97.77417811)",484530013042
81,BP,Building Permit,2017-094214 BP,Residential,R- 101 Single Family Houses,New,No,2012 RUNDELL PL,102070920,7/12/2017,12/6/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"3,205",,"$300,000.00 ",3.0,1,82,2012 RUNDELL PL,AUSTIN,TX,78704,11764956,11754728.0,30.25360132,-97.77417811,"(30.25360132, -97.77417811)",484530013042
82,BP,Building Permit,2017-092415 BP,Residential,R- 102 Secondary Apartment,New,No,707 FRANKLIN BLVD,226070702,7/7/2017,10/13/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"1,099",,"$200,000.00 ",2.0,1,83,707 FRANKLIN BLVD,AUSTIN,TX,78751,11762984,11752377.0,30.32152463,-97.72822738,"(30.32152463, -97.72822738)",484530003053
83,BP,Building Permit,2017-136439 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,2805 W 50TH ST,128001303,10/9/2017,11/1/2017,WEDNESDAY,2017,6/1/2018,11/28/2018,,,,392,,"$67,150.00 ",0.0,0,84,2805 W 50TH ST,AUSTIN,TX,78731,11814839,11803727.0,30.32598277,-97.75078507,"(30.32598277, -97.75078507)",484530001012
84,BP,Building Permit,2017-092414 BP,Residential,R- 101 Single Family Houses,New,No,707 FRANKLIN BLVD,226070702,7/7/2017,10/13/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"2,110",,"$250,000.00 ",2.0,1,85,707 FRANKLIN BLVD,AUSTIN,TX,78751,11762983,11752377.0,30.32152463,-97.72822738,"(30.32152463, -97.72822738)",484530003053
85,BP,Building Permit,2017-091226 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6302 FERN SPRING CV,142270909,6/7/2017,7/26/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"2,098",$0.00 ,"$400,000.00 ",2.0,1,86,6302 FERN SPRING CV,AUSTIN,TX,78730,11761617,11735481.0,30.37143726,-97.81186382,"(30.37143726, -97.81186382)",484530017611
86,BP,Building Permit,2017-090617 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,1108 W 10TH ST,109010617,6/21/2017,7/28/2017,FRIDAY,2017,5/31/2018,5/31/2018,5/31/2018,,,516,,"$240,000.00 ",1.0,0,87,1108 W 10TH ST,AUSTIN,TX,78703,11760864,11743374.0,30.27577068,-97.75396625,"(30.27577068, -97.75396625)",484530012002
87,BP,Building Permit,2017-090616 BP,Residential,R- 102 Secondary Apartment,New,No,1108 W 10TH ST,109010617,6/21/2017,7/28/2017,FRIDAY,2017,5/31/2018,5/31/2018,5/31/2018,,,"1,100",,"$240,000.00 ",2.0,1,88,1108 W 10TH ST,AUSTIN,TX,78703,11760863,11743374.0,30.27577068,-97.75396625,"(30.27577068, -97.75396625)",484530012002
88,BP,Building Permit,2017-090615 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1108 W 10TH ST,109010617,6/21/2017,7/28/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"2,193","$115,000.00 ","$410,000.00 ",2.0,1,89,1108 W 10TH ST,AUSTIN,TX,78703,11760862,11743374.0,30.27577068,-97.75396625,"(30.27577068, -97.75396625)",484530012002
89,BP,Building Permit,2017-090296 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1207 W 10TH ST,109010207,7/5/2017,12/20/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,0,"$130,000.00 ","$130,000.00 ",1.0,1,90,1207 W 10TH ST,AUSTIN,TX,78703,11760481,11750764.0,30.27645818,-97.75546573,"(30.27645818, -97.75546573)",484530012002
90,BP,Building Permit,2017-090175 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,512 SACRAMENTO DR,405030652,5/22/2017,7/25/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,230,,"$10,000.00 ",0.0,0,91,512 SACRAMENTO DR,AUSTIN,TX,78704,11760348,11726799.0,30.235645899999998,-97.76216152,"(30.2356459, -97.76216152)",484530013081
91,BP,Building Permit,2017-090174 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,512 SACRAMENTO DR,405030652,5/22/2017,7/25/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,230,,"$10,000.00 ",0.0,0,92,512 SACRAMENTO DR,AUSTIN,TX,78704,11760347,11726799.0,30.235645899999998,-97.76216152,"(30.2356459, -97.76216152)",484530013081
92,BP,Building Permit,2017-090172 BP,Residential,R- 103 Two Family Bldgs,New,No,512 SACRAMENTO DR,405030652,5/22/2017,7/25/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,"1,330",,"$340,000.00 ",2.0,2,93,512 SACRAMENTO DR,AUSTIN,TX,78704,11760345,11726799.0,30.235645899999998,-97.76216152,"(30.2356459, -97.76216152)",484530013081
93,BP,Building Permit,2017-088629 BP,Residential,R- 330  Accessory Use to Primary,New,No,1700 MORROW ST,235080118,6/12/2017,7/20/2017,THURSDAY,2017,5/31/2018,11/27/2018,,,,135,,"$50,000.00 ",1.0,1,94,1700 MORROW ST,AUSTIN,TX,78757,11758574,11738184.0,30.34856207,-97.72532176,"(30.34856207, -97.72532176)",484530015043
94,BP,Building Permit,2017-080834 BP,Residential,R- 101 Single Family Houses,New,No,10629 MENOMINEE FALLS LN,239330902,6/15/2017,7/3/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,"2,997",,"$142,260.00 ",2.0,1,95,10629 MENOMINEE FALLS LN,AUSTIN,TX,78754,11749280,11740201.0,30.35535957,-97.64244612,"(30.35535957, -97.64244612)",484530000000
95,BP,Building Permit,2017-079665 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,513 LOCKHART DR,302020207,5/24/2017,7/6/2017,THURSDAY,2017,5/31/2018,11/27/2018,,,,"1,547","$30,000.00 ","$280,000.00 ",2.0,1,96,513 LOCKHART DR,AUSTIN,TX,78704,11747883,11728451.0,30.24294551,-97.74700933,"(30.24294551, -97.74700933)",484530014012
96,BP,Building Permit,2017-078453 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,1190 ANGELINA ST,207080714,5/5/2017,6/28/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,47,"$45,000.00 ","$50,000.00 ",1.0,1,97,1190 ANGELINA ST,AUSTIN,TX,78702,11746460,11717290.0,30.27174283,-97.72522969,"(30.27174283, -97.72522969)",484530008042
97,BP,Building Permit,2017-072244 BP,Residential,R- 102 Secondary Apartment,New,No,105 W 55TH HALF ST,225090612,5/3/2017,7/21/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"1,380",,"$190,000.00 ",2.0,1,98,105 W 55TH HALF ST,AUSTIN,TX,78751,11739171,11715860.0,30.32108659,-97.72075735,"(30.32108659, -97.72075735)",484530000000
98,BP,Building Permit,2017-072243 BP,Residential,R- 101 Single Family Houses,New,No,105 W 55TH HALF ST,225090612,5/3/2017,7/21/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"1,380",,"$230,000.00 ",2.0,1,99,105 W 55TH HALF ST,AUSTIN,TX,78751,11739170,11715860.0,30.32108659,-97.72075735,"(30.32108659, -97.72075735)",484530000000
99,BP,Building Permit,2017-071431 BP,Residential,R- 102 Secondary Apartment,New,No,1812 DEXTER ST,102050213,1/25/2017,6/13/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,541,,"$100,000.00 ",1.0,1,100,1812 DEXTER ST,AUSTIN,TX,78704,11738219,11663132.0,30.25865903,-97.76798329,"(30.25865903, -97.76798329)",484530013033
100,BP,Building Permit,2017-071430 BP,Residential,R- 101 Single Family Houses,New,No,1812 DEXTER ST,102050213,1/25/2017,6/13/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,"3,268",,"$130,000.00 ",2.0,1,101,1812 DEXTER ST,AUSTIN,TX,78704,11738218,11663132.0,30.25865903,-97.76798329,"(30.25865903, -97.76798329)",484530013033
101,BP,Building Permit,2017-071404 BP,Residential,R- 102 Secondary Apartment,New,No,1413 WALNUT AVE Bldg 2,210120204,5/12/2017,7/11/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,"1,721",,"$78,625.00 ",2.0,1,102,1413 WALNUT AVE BLDG 2,AUSTIN,TX,78702,11738186,11721900.0,30.27783911,-97.71249729,"(30.27783911, -97.71249729)",484530008031
102,BP,Building Permit,2017-064632 BP,Residential,R- 101 Single Family Houses,New,Yes,13800 LYNDHURST ST UNIT 204,R547673,5/22/2017,5/31/2017,WEDNESDAY,2017,5/31/2018,5/31/2018,5/31/2018,,,"2,385",,"$143,400.00 ",2.0,1,103,13800 LYNDHURST ST UNIT 204,AUSTIN,TX,78717,11730120,11726767.0,30.48095114,-97.79005868,"(30.48095114, -97.79005868)",484530000000
103,BP,Building Permit,2017-061938 BP,Residential,R- 330  Accessory Use to Primary,New,No,3612 CLARY WAY,213170512,5/1/2017,11/15/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,250,,"$98,333.00 ",1.0,1,104,3612 CLARY WAY,AUSTIN,TX,78723,11726903,11714136.0,30.28551579,-97.69602809,"(30.28551579, -97.69602809)",484530000000
104,BP,Building Permit,2017-061937 BP,Residential,R- 101 Single Family Houses,New,No,3612 CLARY WAY,213170512,5/1/2017,11/15/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"1,266",,"$98,333.00 ",2.0,1,105,3612 CLARY WAY,AUSTIN,TX,78723,11726902,11714136.0,30.28551579,-97.69602809,"(30.28551579, -97.69602809)",484530000000
105,BP,Building Permit,2017-061936 BP,Residential,R- 101 Single Family Houses,New,No,3614 CLARY WAY,213170511,5/1/2017,11/15/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"1,850",,"$98,334.00 ",2.0,1,106,3614 CLARY WAY,AUSTIN,TX,78723,11726901,11714136.0,30.2855499,-97.69594793,"(30.2855499, -97.69594793)",484530000000
106,BP,Building Permit,2017-060354 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,1803 W 37TH ST,122000211,9/9/2016,6/5/2017,MONDAY,2017,6/1/2018,5/31/2018,,,,447,,"$50,000.00 ",1.0,0,107,1803 W 37TH ST,AUSTIN,TX,78731,11725022,11596535.0,30.30985172,-97.75240864,"(30.30985172, -97.75240864)",484530001013
107,BP,Building Permit,2017-060353 BP,Residential,R- 101 Single Family Houses,New,No,1803 W 37TH ST,122000211,9/9/2016,6/5/2017,MONDAY,2017,6/1/2018,5/31/2018,,,,"3,060",,"$300,000.00 ",2.0,1,108,1803 W 37TH ST,AUSTIN,TX,78731,11725021,11596535.0,30.30985172,-97.75240864,"(30.30985172, -97.75240864)",484530001013
108,BP,Building Permit,2017-055985 BP,Residential,R- 330  Accessory Use to Primary,New,No,3608 CLARY WAY,213170514,5/1/2017,5/10/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,250,,"$98,334.00 ",1.0,1,109,3608 CLARY WAY,AUSTIN,TX,78723,11719721,11714132.0,30.28544561,-97.6962265,"(30.28544561, -97.6962265)",484530000000
109,BP,Building Permit,2017-055984 BP,Residential,R- 101 Single Family Houses,New,No,3608 CLARY WAY,213170514,5/1/2017,5/10/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"1,516",,"$98,333.00 ",2.0,1,110,3608 CLARY WAY,AUSTIN,TX,78723,11719720,11714132.0,30.28544561,-97.6962265,"(30.28544561, -97.6962265)",484530000000
110,BP,Building Permit,2017-055983 BP,Residential,R- 101 Single Family Houses,New,No,3610 CLARY WAY,213170513,5/1/2017,5/10/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"1,850",,"$98,333.00 ",2.0,1,111,3610 CLARY WAY,AUSTIN,TX,78723,11719719,11714132.0,30.28547121,-97.69613389,"(30.28547121, -97.69613389)",484530000000
111,BP,Building Permit,2017-055168 BP,Residential,R- 438 Residential Garage/Carport Addn,New,No,3100 LOCKE LN,405061106,1/27/2017,5/15/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,240,,"$10,000.00 ",0.0,0,112,3100 LOCKE LN,AUSTIN,TX,78704,11718747,11664298.0,30.23693904,-97.7700078,"(30.23693904, -97.7700078)",484530013073
112,BP,Building Permit,2017-055167 BP,Residential,R- 330  Accessory Use to Primary,New,No,3100 LOCKE LN,405061106,1/27/2017,5/15/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,249,,"$15,000.00 ",1.0,1,113,3100 LOCKE LN,AUSTIN,TX,78704,11718746,11664298.0,30.23693904,-97.7700078,"(30.23693904, -97.7700078)",484530013073
113,BP,Building Permit,2017-054402 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,2806 ROCKINGHAM DR,400120408,4/26/2017,5/8/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,0,"$35,000.00 ","$35,000.00 ",1.0,1,114,2806 ROCKINGHAM DR,AUSTIN,TX,78704,11717773,11712142.0,30.25107994,-97.78677097,"(30.25107994, -97.78677097)",484530019012
114,BP,Building Permit,2017-052424 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,4819 N CAPITAL OF TEXAS HWY NB BLDG 5,135130306,12/21/2016,5/3/2017,WEDNESDAY,2017,3/30/2018,9/29/2018,,,,"1,686",$0.00 ,"$275,000.00 ",2.0,1,115,4819 N CAPITAL OF TEXAS HWY NB BLDG 5,AUSTIN,TX,78746,11715376,11649325.0,30.34599106,-97.79803729,"(30.34599106, -97.79803729)",484530000000
115,BP,Building Permit,2017-051736 BP,Residential,R- 102 Secondary Apartment,New,No,1401 CONCORDIA AVE,214110301,3/10/2017,5/2/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,"1,586",,"$200,000.00 ",1.0,1,116,1401 CONCORDIA AVE,AUSTIN,TX,78722,11714652,11687125.0,30.29107124,-97.71762087,"(30.29107124, -97.71762087)",484530004011
116,BP,Building Permit,2017-051710 BP,Residential,R- 101 Single Family Houses,New,No,2901 E 3RD ST,200121001,2/17/2017,5/31/2017,WEDNESDAY,2017,5/31/2018,11/27/2018,,,,"2,239",,"$300,000.00 ",3.0,1,117,2901 E 3RD ST,AUSTIN,TX,78702,11714588,11675430.0,30.25425236,-97.71089767,"(30.25425236, -97.71089767)",484530009022
117,BP,Building Permit,2017-049964 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6105 VALIANT CIR,408300450,3/15/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$90,000.00 ","$90,000.00 ",1.0,2,118,6105 VALIANT CIR,AUSTIN,TX,78749,11712548,11688909.0,30.23340252,-97.85144214,"(30.23340252, -97.85144214)",484530017491
118,BP,Building Permit,2017-049810 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6012 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$64,000.00 ","$64,000.00 ",1.0,2,119,6012 VALIANT CIR,AUSTIN,TX,78749,11712367,11690487.0,30.23398158,-97.85095216,"(30.23398158, -97.85095216)",484530017491
119,BP,Building Permit,2017-049809 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6009 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$111,000.00 ","$111,000.00 ",1.0,2,120,6009 VALIANT CIR,AUSTIN,TX,78749,11712363,11690481.0,30.23331675,-97.85070637,"(30.23331675, -97.85070637)",484530017491
120,BP,Building Permit,2017-049808 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6101 VALIANT CIR,408300450,3/15/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$102,000.00 ","$102,000.00 ",1.0,2,121,6101 VALIANT CIR,AUSTIN,TX,78749,11712359,11688890.0,30.23337579,-97.85105642,"(30.23337579, -97.85105642)",484530017491
121,BP,Building Permit,2017-049803 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6100 VALIANT CIR,408300450,3/15/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$100,000.00 ","$100,000.00 ",1.0,1,122,6100 VALIANT CIR,AUSTIN,TX,78749,11712348,11688881.0,30.23376632,-97.85105588,"(30.23376632, -97.85105588)",484530017491
122,BP,Building Permit,2017-049776 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6005 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$90,000.00 ","$90,000.00 ",1.0,1,123,6005 VALIANT CIR,AUSTIN,TX,78749,11712301,11690318.0,30.23339782,-97.85006448,"(30.23339782, -97.85006448)",484530017491
123,BP,Building Permit,2017-049765 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6003 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$100,000.00 ","$100,000.00 ",1.0,1,124,6003 VALIANT CIR,AUSTIN,TX,78749,11712275,11690320.0,30.23365016,-97.85002949,"(30.23365016, -97.85002949)",484530017491
124,BP,Building Permit,2017-049752 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6001 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$64,000.00 ","$64,000.00 ",1.0,1,125,6001 VALIANT CIR,AUSTIN,TX,78749,11712253,11690325.0,30.2339143,-97.85003537,"(30.2339143, -97.85003537)",484530017491
125,BP,Building Permit,2017-049724 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6010 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$90,000.00 ","$90,000.00 ",1.0,1,126,6010 VALIANT CIR,AUSTIN,TX,78749,11712214,11690484.0,30.23396574,-97.85070235,"(30.23396574, -97.85070235)",484530017491
126,BP,Building Permit,2017-049563 BP,Residential,R- 329 Res Structures Other Than Bldg,New,No,916 CYPRESS GROVE DR,129530308,10/31/2016,5/5/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,992,,"$80,000.00 ",0.0,0,127,916 CYPRESS GROVE DR,AUSTIN,TX,78732,11712011,11625522.0,30.33215804,-97.91192249,"(30.33215804, -97.91192249)",484530000000
127,BP,Building Permit,2017-049562 BP,Residential,R- 101 Single Family Houses,New,No,916 CYPRESS GROVE DR,129530308,10/31/2016,5/5/2017,FRIDAY,2017,5/31/2018,11/27/2018,,,,"9,049",,"$2,095,000.00 ",2.0,1,128,916 CYPRESS GROVE DR,AUSTIN,TX,78732,11712010,11625522.0,30.33215804,-97.91192249,"(30.33215804, -97.91192249)",484530000000
128,BP,Building Permit,2017-049234 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6008 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$100,000.00 ","$100,000.00 ",1.0,1,129,6008 VALIANT CIR,AUSTIN,TX,78749,11711632,11690511.0,30.23373317,-97.85062281,"(30.23373317, -97.85062281)",484530017491
129,BP,Building Permit,2017-049225 BP,Residential,R- 434 Addition & Alterations,Addition and Remodel,No,6007 VALIANT CIR,408300450,3/17/2017,6/2/2017,FRIDAY,2017,5/31/2018,11/30/2018,,,,0,"$102,000.00 ","$102,000.00 ",1.0,1,130,6007 VALIANT CIR,AUSTIN,TX,78749,11711617,11690497.0,30.23330555,-97.85041209,"(30.23330555, -97.85041209)",484530017491
130,BP,Building Permit,2017-045763 BP,Residential,R- 102 Secondary Apartment,New,No,1802 MAPLE AVE,210110713,12/7/2016,5/15/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,"1,194",,"$150,000.00 ",2.0,1,131,1802 MAPLE AVE,AUSTIN,TX,78702,11707589,11642717.0,30.27965699,-97.71626015,"(30.27965699, -97.71626015)",484530008031
131,BP,Building Permit,2017-045762 BP,Residential,R- 101 Single Family Houses,New,No,1802 MAPLE AVE,210110713,12/7/2016,5/15/2017,MONDAY,2017,5/31/2018,11/27/2018,,,,"1,830",,"$250,000.00 ",2.0,1,132,1802 MAPLE AVE,AUSTIN,TX,78702,11707588,11642717.0,30.27965699,-97.71626015,"(30.27965699, -97.71626015)",484530008031
132,BP,Building Permit,2017-045688 BP,Residential,R- 101 Single Family Houses,New,No,2311 BETTYLOU LN,239281219,4/7/2017,4/20/2017,THURSDAY,2017,5/31/2018,11/27/2018,,,,"2,894",,"$148,020.00 ",2.0,1,133,2311 BETTYLOU LN,AUSTIN,TX,78754,11707490,11701919.0,30.35493866,-97.66059214,"(30.35493866, -97.66059214)",484530000000
133,BP,Building Permit,2017-044649 BP,Residential,R- 101 Single Family Houses,New,No,4620 HERZOG ST,219160609,3/1/2017,4/18/2017,TUESDAY,2017,5/31/2018,11/27/2018,,,,"2,898",,"$174,000.00 ",3.0,1,134,4620 HERZOG ST,AUSTIN,TX,78723,11706282,11681160.0,30.29811144,-97.69892,"(30.29811144, -97.69892)",484530000000
134,BP,Building Permit,2017-044165 BP,Residential,R- 101 Single Family Houses,New,No,4519 KOCUREK ST,219160609,3/2/2017,4/18/2017,TUESDAY,2017,5/31/2018,5/31/2018,5/31/2018,,,"2,951",,"$174,300.00 ",3.0,1,135,4519 KOCUREK ST,AUSTIN,TX,78723,11705671,11682032.0,30.29811012,-97.69898976,"(30.29811012, -97.69898976)",484530000000
